DBN,School_Name,Attn_Pct,Online_Presence,In_Person_Presence,Borough,District_Code,Attn_Date_YMD
24Q229,P.S. 229 EMANUEL KAPLAN,INC,,,QUEENS,24,2021-06-02
24Q236,INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES,84.29,77.41,94.33,QUEENS,24,2021-06-02
24Q239,P.S. 239,92.41,90.97,94.5,QUEENS,24,2021-06-02
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,96.73,96.73,,QUEENS,24,2021-06-02
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,53.74,56.65,23.52,QUEENS,24,2021-06-02
24Q290,A.C.E. ACADEMY FOR SCHOLARS AT THE GERALDINE FERRA,97.11,96.94,97.23,QUEENS,24,2021-06-02
24Q293,CIVIC LEADERSHIP ACADEMY,INC,,,QUEENS,24,2021-06-02
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,69.53,60.78,79.44,QUEENS,24,2021-06-02
24Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,94.44,94.77,90.9,QUEENS,24,2021-06-02
24Q305,LEARNERS AND LEADERS,93.33,93.24,93.54,QUEENS,24,2021-06-02
24Q307,PIONEER ACADEMY,95.4,95.8,94.78,QUEENS,24,2021-06-02
24Q311,CORONA ARTS SCIENCES ACADEMY,89.87,89.87,,QUEENS,24,2021-06-02
24Q330,HELEN M. MARSHALL SCHOOL,INC,,,QUEENS,24,2021-06-02
24Q331,MOSAIC PRE K CENTER,91.05,91.7,90.75,QUEENS,24,2021-06-02
24Q343,THE CHILDREN S LAB SCHOOL,95.83,97.7,94.11,QUEENS,24,2021-06-02
24Q455,NEWTOWN HIGH SCHOOL,82.95,82.65,83.74,QUEENS,24,2021-06-02
24Q485,GROVER CLEVELAND HIGH SCHOOL,INC,,,QUEENS,24,2021-06-02
24Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY,INC,,,QUEENS,24,2021-06-02
24Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY C,85.91,85.5,100.0,QUEENS,24,2021-06-02
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,94.63,94.9,91.52,QUEENS,24,2021-06-02
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AN",82.24,83.72,76.19,QUEENS,24,2021-06-02
24Q585,MASPETH HIGH SCHOOL,77.98,77.5,79.36,QUEENS,24,2021-06-02
24Q600,QUEENS TECHNICAL HIGH SCHOOL,82.99,81.06,100.0,QUEENS,24,2021-06-02
24Q610,AVIATION CAREER TECHNICAL EDUCATION HIGH SCHOOL,100,100.0,,QUEENS,24,2021-06-02
24Q744,VOYAGES PREPARATORY,INC,,,QUEENS,24,2021-06-02
25Q020,P.S. 020 JOHN BOWNE,97.48,97.61,97.0,QUEENS,25,2021-06-02
25Q021,P.S. 021 EDWARD HART,96.36,97.89,93.28,QUEENS,25,2021-06-02
25Q022,P.S. 022 THOMAS JEFFERSON,97.68,98.24,96.75,QUEENS,25,2021-06-02
25Q024,P.S. 024 ANDREW JACKSON,98.5,99.09,96.95,QUEENS,25,2021-06-02
25Q025,I.S. 025 ADRIEN BLOCK,96.59,98.5,93.88,QUEENS,25,2021-06-02
25Q029,P.S. 029 QUEENS,95.59,96.49,94.59,QUEENS,25,2021-06-02
25Q032,P.S. 032 STATE STREET,INC,,,QUEENS,25,2021-06-02
25Q079,P.S. 079 FRANCIS LEWIS,97.84,99.1,95.77,QUEENS,25,2021-06-02
25Q107,P.S. 107 THOMAS A DOOLEY,95.52,95.26,95.94,QUEENS,25,2021-06-02
25Q120,P.S. 120 QUEENS,96.47,97.94,91.53,QUEENS,25,2021-06-02
25Q129,P.S. 129 PATRICIA LARKIN,95.39,95.89,94.87,QUEENS,25,2021-06-02
25Q130,P.S. 130,98.74,99.02,98.44,QUEENS,25,2021-06-02
25Q154,P.S. 154 QUEENS,95.61,96.72,93.83,QUEENS,25,2021-06-02
25Q163,P.S. 163 FLUSHING HEIGHTS,97.5,98.53,91.73,QUEENS,25,2021-06-02
25Q164,P.S. 164 QUEENS VALLEY,97.68,98.91,96.65,QUEENS,25,2021-06-02
25Q165,P.S. 165 EDITH K. BERGTRAUM,INC,,,QUEENS,25,2021-06-02
25Q169,P.S. 169 BAY TERRACE,98.32,98.8,97.9,QUEENS,25,2021-06-02
25Q184,P.S. 184 FLUSHING MANOR,96.1,97.47,94.8,QUEENS,25,2021-06-02
25Q185,J.H.S. 185 EDWARD BLEEKER,96.98,98.0,94.76,QUEENS,25,2021-06-02
25Q189,J.H.S. 189 DANIEL CARTER BEARD,INC,,,QUEENS,25,2021-06-02
25Q193,P.S. 193 ALFRED J. KENNEDY,100,100.0,,QUEENS,25,2021-06-02
25Q194,J.H.S. 194 WILLIAM CARR,94.07,95.17,92.43,QUEENS,25,2021-06-02
25Q200,P.S. M.S. 200 THE MAGNET SCHOOL OF GLOBAL STUDIE,INC,,,QUEENS,25,2021-06-02
25Q201,P.S. 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESE,92.84,92.24,93.71,QUEENS,25,2021-06-02
25Q209,P.S. 209 CLEARVIEW GARDENS,97.23,97.81,96.65,QUEENS,25,2021-06-02
25Q214,P.S. 214 CADWALLADER COLDEN,96.52,97.35,95.23,QUEENS,25,2021-06-02
25Q219,P.S. 219 PAUL KLAPPER,96.51,96.87,95.95,QUEENS,25,2021-06-02
25Q237,I.S. 237,97.25,98.02,94.63,QUEENS,25,2021-06-02
25Q240,VERITAS ACADEMY,89.18,89.26,88.77,QUEENS,25,2021-06-02
25Q241,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,88.73,87.1,100.0,QUEENS,25,2021-06-02
25Q242,P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOO,100,100.0,,QUEENS,25,2021-06-02
25Q244,THE ACTIVE LEARNING ELEMENTARY SCHOOL,97.5,97.79,96.91,QUEENS,25,2021-06-02
25Q250,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SC,89.02,88.51,89.84,QUEENS,25,2021-06-02
25Q252,"QUEENS SCHOOL OF INQUIRY, THE",91.83,94.53,62.74,QUEENS,25,2021-06-02
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,98.81,98.81,,QUEENS,25,2021-06-02
25Q281,EAST WEST SCHOOL OF INTERNATIONAL STUDIES,96.87,97.07,94.54,QUEENS,25,2021-06-02
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHO,91.33,89.3,98.54,QUEENS,25,2021-06-02
25Q294,BELL ACADEMY,96.87,96.23,97.59,QUEENS,25,2021-06-02
25Q379,COLLEGE POINT COLLABORATIVE,91.4,91.62,91.2,QUEENS,25,2021-06-02
25Q409,DISTRICT 25 PRE K CENTER,92.66,93.5,91.78,QUEENS,25,2021-06-02
25Q425,JOHN BOWNE HIGH SCHOOL,INC,,,QUEENS,25,2021-06-02
25Q460,FLUSHING HIGH SCHOOL,INC,,,QUEENS,25,2021-06-02
25Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TE",96.28,97.06,95.12,QUEENS,25,2021-06-02
25Q525,TOWNSEND HARRIS HIGH SCHOOL,98.26,98.21,100.0,QUEENS,25,2021-06-02
25Q540,QUEENS ACADEMY HIGH SCHOOL,26.98,26.75,28.3,QUEENS,25,2021-06-02
25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,86.79,85.45,91.79,QUEENS,25,2021-06-02
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,49.12,48.48,53.33,QUEENS,25,2021-06-02
26Q018,P.S. 018 WINCHESTER,96.58,98.8,93.58,QUEENS,26,2021-06-02
26Q026,P.S. 026 RUFUS KING,95.69,97.04,92.85,QUEENS,26,2021-06-02
26Q031,P.S. 031 BAYSIDE,97.56,97.01,98.36,QUEENS,26,2021-06-02
26Q041,P.S. 041 CROCHERON,96.51,97.65,95.41,QUEENS,26,2021-06-02
26Q046,P.S. 046 ALLEY POND,97.97,97.95,97.98,QUEENS,26,2021-06-02
26Q067,J.H.S. 067 LOUIS PASTEUR,98.35,97.73,99.46,QUEENS,26,2021-06-02
26Q074,J.H.S. 074 NATHANIEL HAWTHORNE,96.57,95.82,97.82,QUEENS,26,2021-06-02
26Q094,P.S. 094 DAVID D. PORTER,95.12,96.4,94.08,QUEENS,26,2021-06-02
26Q098,P.S. 098 THE DOUGLASTON SCHOOL,99.21,100.0,98.87,QUEENS,26,2021-06-02
26Q115,THE JAMES J. AMBROSE SCHOOL,96.63,98.25,94.05,QUEENS,26,2021-06-02
26Q133,P.S. 133 QUEENS,95.65,95.66,95.65,QUEENS,26,2021-06-02
26Q158,M.S. 158 MARIE CURIE,97.72,97.51,98.36,QUEENS,26,2021-06-02
26Q159,P.S. 159,97.6,97.13,98.34,QUEENS,26,2021-06-02
26Q162,P.S. 162 JOHN GOLDEN,97.89,98.8,95.39,QUEENS,26,2021-06-02
26Q172,IRWIN ALTMAN MIDDLE SCHOOL 172,90.02,87.55,95.59,QUEENS,26,2021-06-02
26Q173,P.S. 173 FRESH MEADOWS,95.68,95.62,95.77,QUEENS,26,2021-06-02
26Q178,P.S. IS 178 HOLLISWOOD,95.26,96.56,94.38,QUEENS,26,2021-06-02
26Q186,P.S. 186 CASTLEWOOD,96.47,96.89,96.15,QUEENS,26,2021-06-02
26Q188,P.S. 188 KINGSBURY,97.3,97.36,97.26,QUEENS,26,2021-06-02
26Q191,P.S. 191 MAYFLOWER,95.46,97.57,92.0,QUEENS,26,2021-06-02
26Q203,P.S. 203 OAKLAND GARDENS,96.55,97.07,95.57,QUEENS,26,2021-06-02
26Q205,P.S. 205 ALEXANDER GRAHAM BELL,94.01,92.7,95.23,QUEENS,26,2021-06-02
26Q213,P.S. 213 THE CARL ULLMAN SCHOOL,94.98,96.36,,QUEENS,26,2021-06-02
26Q216,J.H.S. 216 GEORGE J. RYAN,93.66,,93.66,QUEENS,26,2021-06-02
26Q221,P.S. 221 THE NORTH HILLS SCHOOL,96.06,98.03,93.9,QUEENS,26,2021-06-02
26Q266,P.S. I.S. 266,98.43,99.31,97.55,QUEENS,26,2021-06-02
26Q315,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,91.66,91.83,,QUEENS,26,2021-06-02
26Q376,P.S. 376,96.59,95.89,97.29,QUEENS,26,2021-06-02
26Q390,THE CIVIC SCHOOL OF BAYSIDE HILLS,100,100.0,100.0,QUEENS,26,2021-06-02
26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,92.9,92.86,100.0,QUEENS,26,2021-06-02
26Q430,FRANCIS LEWIS HIGH SCHOOL,INC,,,QUEENS,26,2021-06-02
26Q435,MARTIN VAN BUREN HIGH SCHOOL,INC,,,QUEENS,26,2021-06-02
26Q495,BAYSIDE HIGH SCHOOL,89.72,89.7,90.09,QUEENS,26,2021-06-02
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND T",79.17,79.61,72.41,QUEENS,26,2021-06-02
27Q042,P.S. M.S 042 R. VERNAM,83.73,83.13,85.05,QUEENS,27,2021-06-02
27Q043,P.S. 043,76.99,76.57,80.76,QUEENS,27,2021-06-02
27Q045,P.S. 045 CLARENCE WITHERSPOON,89.52,89.52,,QUEENS,27,2021-06-02
27Q047,P.S. 047 CHRIS GALAS,INC,,,QUEENS,27,2021-06-02
27Q051,P.S. 051,91.86,93.0,90.82,QUEENS,27,2021-06-02
27Q053,M.S. 053 BRIAN PICCOLO,INC,,,QUEENS,27,2021-06-02
27Q056,P.S. 056 HARRY EICHLER,94.54,94.11,95.23,QUEENS,27,2021-06-02
27Q060,P.S. 060 WOODHAVEN,93.44,94.35,91.82,QUEENS,27,2021-06-02
27Q062,P. S. 62 CHESTER PARK SCHOOL,94.84,95.43,89.02,QUEENS,27,2021-06-02
27Q063,P.S. 063 OLD SOUTH,INC,,,QUEENS,27,2021-06-02
27Q064,P.S. 064 JOSEPH P. ADDABBO,94.17,93.35,96.29,QUEENS,27,2021-06-02
27Q065,P.S. 65 THE RAYMOND YORK ELEMENTARY SCHOOL,90.43,89.47,91.81,QUEENS,27,2021-06-02
27Q066,P.S. 066 JACQUELINE KENNEDY ONASSIS,95.48,96.0,95.03,QUEENS,27,2021-06-02
27Q090,P.S. 090 HORACE MANN,94.51,93.54,96.04,QUEENS,27,2021-06-02
27Q096,P.S. 096,94.68,94.83,94.31,QUEENS,27,2021-06-02
27Q097,P.S. 097 FOREST PARK,93.38,92.62,94.15,QUEENS,27,2021-06-02
27Q100,P.S. 100 GLEN MORRIS,94.37,95.02,89.9,QUEENS,27,2021-06-02
27Q104,P.S. 104 THE BAYS WATER,90.16,90.0,90.32,QUEENS,27,2021-06-02
27Q105,P.S. 105 THE BAY SCHOOL,89,84.71,96.19,QUEENS,27,2021-06-02
27Q106,LIGHTHOUSE ELEMENTARY SCHOOL,79.87,80.85,78.57,QUEENS,27,2021-06-02
27Q108,P.S. 108 CAPTAIN VINCENT G. FOWLER,95.31,95.92,93.58,QUEENS,27,2021-06-02
27Q114,P.S. M.S. 114 BELLE HARBOR,94.9,95.88,94.28,QUEENS,27,2021-06-02
27Q123,P.S. 123,95.04,95.16,94.73,QUEENS,27,2021-06-02
27Q124,P.S. 124 OSMOND A CHURCH,88.86,89.38,85.97,QUEENS,27,2021-06-02
27Q137,M.S. 137 AMERICA S SCHOOL OF HEROES,71.21,67.4,85.85,QUEENS,27,2021-06-02
27Q146,P.S. 146 HOWARD BEACH,93.79,93.38,94.18,QUEENS,27,2021-06-02
27Q155,P.S. 155,94.06,93.8,94.47,QUEENS,27,2021-06-02
27Q183,P.S. 183 DR. RICHARD R. GREEN,82.54,82.79,82.16,QUEENS,27,2021-06-02
27Q197,P.S. 197 THE OCEAN SCHOOL,92.55,92.3,92.89,QUEENS,27,2021-06-02
27Q202,J.H.S. 202 ROBERT H. GODDARD,88.14,87.72,89.1,QUEENS,27,2021-06-02
27Q207,P.S. 207 ROCKWOOD PARK,95.05,94.09,95.74,QUEENS,27,2021-06-02
27Q210,J.H.S. 210 ELIZABETH BLACKWELL,84.78,81.25,92.84,QUEENS,27,2021-06-02
27Q223,P.S. 223 LYNDON B. JOHNSON,90.1,89.38,90.76,QUEENS,27,2021-06-02
27Q226,J.H.S. 226 VIRGIL I. GRISSOM,87.01,85.06,92.79,QUEENS,27,2021-06-02
27Q232,P.S. 232 LINDENWOOD,93.91,93.13,95.8,QUEENS,27,2021-06-02
27Q253,P.S. 253,87.69,84.09,93.13,QUEENS,27,2021-06-02
27Q254,P.S. 254 THE ROSA PARKS SCHOOL,93.87,94.81,92.59,QUEENS,27,2021-06-02
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,47.95,46.36,62.5,QUEENS,27,2021-06-02
27Q261,VOYAGES PREP SOUTH QUEENS,44.98,44.76,46.66,QUEENS,27,2021-06-02
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,84.77,84.77,,QUEENS,27,2021-06-02
27Q273,P.S. 273,95.63,94.58,97.89,QUEENS,27,2021-06-02
27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,96.77,96.87,96.68,QUEENS,27,2021-06-02
27Q297,HAWTREE CREEK MIDDLE SCHOOL,94.13,96.62,88.8,QUEENS,27,2021-06-02
27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND",87.66,89.13,77.19,QUEENS,27,2021-06-02
27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,96.23,96.44,95.83,QUEENS,27,2021-06-02
27Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ART,88.29,88.02,95.45,QUEENS,27,2021-06-02
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCH,80.15,78.74,86.55,QUEENS,27,2021-06-02
27Q314,EPIC HIGH SCHOOL SOUTH,74.37,74.7,72.41,QUEENS,27,2021-06-02
27Q316,QUEENS EXPLORERS ELEMENTARY SCHOOL,INC,,,QUEENS,27,2021-06-02
27Q317,WATERSIDE CHILDREN S STUDIO SCHOOL,90.04,88.6,91.0,QUEENS,27,2021-06-02
27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,93.84,96.82,,QUEENS,27,2021-06-02
27Q319,VILLAGE ACADEMY,90.93,90.11,92.85,QUEENS,27,2021-06-02
27Q323,SCHOLARS ACADEMY,85.89,84.07,90.42,QUEENS,27,2021-06-02
27Q324,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAI,69.84,66.09,100.0,QUEENS,27,2021-06-02
27Q333,GOLDIE MAPLE ACADEMY,82.8,78.9,91.07,QUEENS,27,2021-06-02
27Q334,EPIC HIGH SCHOOL NORTH,INC,,,QUEENS,27,2021-06-02
27Q336,CURIOUS YOUNG LEARNERS PRE K CENTER,82.38,84.47,79.93,QUEENS,27,2021-06-02
27Q351,ROCKAWAY COLLEGIATE HIGH SCHOOL,71.02,69.23,75.0,QUEENS,27,2021-06-02
27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,89.02,85.43,93.18,QUEENS,27,2021-06-02
27Q377,P.S. 377,90.23,89.15,91.03,QUEENS,27,2021-06-02
27Q400,AUGUST MARTIN HIGH SCHOOL,77.75,80.46,73.45,QUEENS,27,2021-06-02
27Q475,RICHMOND HILL HIGH SCHOOL,86.05,86.9,71.91,QUEENS,27,2021-06-02
27Q480,JOHN ADAMS HIGH SCHOOL,88.51,88.57,87.73,QUEENS,27,2021-06-02
27Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING A",85.49,84.32,94.44,QUEENS,27,2021-06-02
28Q008,J.H.S. 008 RICHARD S. GROSSLEY,89.08,87.91,96.66,QUEENS,28,2021-06-02
28Q040,P.S. 040 SAMUEL HUNTINGTON,91.31,94.06,86.95,QUEENS,28,2021-06-02
28Q048,P.S. 048 WILLIAM WORDSWORTH,90.98,92.55,88.55,QUEENS,28,2021-06-02
28Q050,P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,95.51,96.35,93.56,QUEENS,28,2021-06-02
28Q054,P.S. 054 HILLSIDE,94.04,92.83,97.03,QUEENS,28,2021-06-02
28Q055,P.S. 055 MAURE,INC,,,QUEENS,28,2021-06-02
28Q072,CATHERINE COUNT BASIE MIDDLE SCHOOL 72,83.79,81.86,94.73,QUEENS,28,2021-06-02
28Q080,PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULT,89.08,89.01,89.2,QUEENS,28,2021-06-02
28Q082,P.S. 082 HAMMOND,94.76,95.54,93.19,QUEENS,28,2021-06-02
28Q086,P.S. Q086,97.27,98.87,91.97,QUEENS,28,2021-06-02
28Q099,P.S. 099 KEW GARDENS,96,97.81,,QUEENS,28,2021-06-02
28Q101,P.S. 101 SCHOOL IN THE GARDENS,97.78,98.77,97.07,QUEENS,28,2021-06-02
28Q117,P.S. 117 J. KELD BRIARWOOD SCHOOL,93.14,93.68,90.6,QUEENS,28,2021-06-02
28Q121,P.S. 121 QUEENS,94.97,95.59,92.14,QUEENS,28,2021-06-02
28Q139,P.S. 139 REGO PARK,94.6,94.7,94.51,QUEENS,28,2021-06-02
28Q140,P.S. 140 EDWARD K ELLINGTON,89.55,86.64,97.16,QUEENS,28,2021-06-02
28Q144,P.S. 144 COL JEROMUS REMSEN,97.94,98.78,97.43,QUEENS,28,2021-06-02
28Q157,J.H.S. 157 STEPHEN A. HALSEY,86.63,85.72,87.9,QUEENS,28,2021-06-02
28Q160,P.S. 160 WALTER FRANCIS BISHOP,100,100.0,100.0,QUEENS,28,2021-06-02
28Q161,P.S. 161 ARTHUR ASHE SCHOOL,95.29,96.0,93.05,QUEENS,28,2021-06-02
28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,87.87,88.9,83.73,QUEENS,28,2021-06-02
28Q174,P.S. 174 WILLIAM SIDNEY MOUNT,95.43,96.18,94.22,QUEENS,28,2021-06-02
28Q175,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,92.4,90.5,93.82,QUEENS,28,2021-06-02
28Q182,P.S. 182 SAMANTHA SMITH,94.08,93.05,95.12,QUEENS,28,2021-06-02
28Q190,J.H.S. 190 RUSSELL SAGE,83.48,81.76,97.56,QUEENS,28,2021-06-02
28Q196,P.S. 196 GRAND CENTRAL PARKWAY,97.58,98.81,96.04,QUEENS,28,2021-06-02
28Q206,P.S. 206 THE HORACE HARDING SCHOOL,92.43,95.17,90.44,QUEENS,28,2021-06-02
28Q217,J.H.S. 217 ROBERT A. VAN WYCK,79.35,77.18,90.26,QUEENS,28,2021-06-02
28Q220,P.S. 220 EDWARD MANDEL,93.1,91.04,94.72,QUEENS,28,2021-06-02
28Q284,YORK EARLY COLLEGE ACADEMY,93.42,94.0,78.26,QUEENS,28,2021-06-02
28Q287,THE EMERSON SCHOOL,74.22,73.23,81.25,QUEENS,28,2021-06-02
28Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,94.19,98.14,92.51,QUEENS,28,2021-06-02
28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,INC,,,QUEENS,28,2021-06-02
28Q312,JAMAICA CHILDREN S SCHOOL,89.58,86.77,92.43,QUEENS,28,2021-06-02
28Q325,HILLSIDE ARTS LETTERS ACADEMY,96.28,96.26,100.0,QUEENS,28,2021-06-02
28Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,83.94,83.94,,QUEENS,28,2021-06-02
28Q332,REDWOOD MIDDLE SCHOOL,75.45,72.48,89.58,QUEENS,28,2021-06-02
28Q335,THE EZRA JACK KEATS PRE K CENTER,92.59,96.42,90.15,QUEENS,28,2021-06-02
28Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,47.58,47.58,,QUEENS,28,2021-06-02
28Q349,THE QUEENS SCHOOL FOR LEADERSHIP AND EXCELLENCE,95.67,96.23,94.75,QUEENS,28,2021-06-02
28Q350,JAMAICA GATEWAY TO THE SCIENCES,93.34,92.79,100.0,QUEENS,28,2021-06-02
28Q354,THE JERMAINE L. GREEN STEM INSTITUTE OF QUEENS,93.78,99.21,87.71,QUEENS,28,2021-06-02
28Q358,M.S. 358,77.29,75.19,82.97,QUEENS,28,2021-06-02
28Q440,FOREST HILLS HIGH SCHOOL,90.04,90.14,81.81,QUEENS,28,2021-06-02
28Q505,HILLCREST HIGH SCHOOL,82.65,82.92,55.55,QUEENS,28,2021-06-02
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,94.64,94.56,95.52,QUEENS,28,2021-06-02
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,97.99,97.99,,QUEENS,28,2021-06-02
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,92.84,93.36,90.52,QUEENS,28,2021-06-02
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEG,92.17,92.17,,QUEENS,28,2021-06-02
28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,71.2,70.95,73.17,QUEENS,28,2021-06-02
28Q896,"YOUNG WOMEN S LEADERSHIP SCHOOL, QUEENS",93.4,93.63,90.47,QUEENS,28,2021-06-02
29Q015,P.S. 015 JACKIE ROBINSON,88.97,87.06,92.14,QUEENS,29,2021-06-02
29Q033,P.S. 033 EDWARD M. FUNK,95.55,96.38,91.71,QUEENS,29,2021-06-02
29Q034,P.S. 034 JOHN HARVARD,90.95,91.76,89.6,QUEENS,29,2021-06-02
29Q035,P.S. 035 NATHANIEL WOODHULL,94.12,95.35,92.52,QUEENS,29,2021-06-02
29Q036,P.S. 036 SAINT ALBANS SCHOOL,89.88,90.18,89.59,QUEENS,29,2021-06-02
29Q037,CYNTHIA JENKINS SCHOOL,95.59,95.59,,QUEENS,29,2021-06-02
29Q038,P.S. 038 ROSEDALE,94.42,93.33,96.03,QUEENS,29,2021-06-02
29Q052,P.S. 052 QUEENS,80.85,79.49,84.44,QUEENS,29,2021-06-02
29Q059,I.S. 059 SPRINGFIELD GARDENS,78.52,78.52,,QUEENS,29,2021-06-02
29Q095,P.S. 095 EASTWOOD,91.06,92.77,85.2,QUEENS,29,2021-06-02
29Q109,JEAN NUZZI INTERMEDIATE SCHOOL,91.57,92.17,87.41,QUEENS,29,2021-06-02
29Q116,P.S. I.S. 116 WILLIAM C. HUGHLEY,90.45,87.76,95.03,QUEENS,29,2021-06-02
29Q118,P.S. 118 LORRAINE HANSBERRY,89.25,87.94,92.37,QUEENS,29,2021-06-02
29Q131,P.S. 131 ABIGAIL ADAMS,97.07,97.95,91.75,QUEENS,29,2021-06-02
29Q132,P.S. 132 RALPH BUNCHE,INC,,,QUEENS,29,2021-06-02
29Q134,P.S. 134 HOLLIS,INC,,,QUEENS,29,2021-06-02
29Q135,THE BELLAIRE SCHOOL,82.93,82.71,83.48,QUEENS,29,2021-06-02
29Q136,P.S. 136 ROY WILKINS,93.67,93.18,94.31,QUEENS,29,2021-06-02
29Q138,P.S. M.S. 138 SUNRISE,93.43,95.05,90.86,QUEENS,29,2021-06-02
29Q147,P.S. M.S. 147 RONALD MCNAIR,93.03,93.91,86.88,QUEENS,29,2021-06-02
29Q156,P.S. 156 LAURELTON,93.42,95.78,89.47,QUEENS,29,2021-06-02
29Q176,P.S. 176 CAMBRIA HEIGHTS,100,100.0,100.0,QUEENS,29,2021-06-02
29Q181,P.S. 181 BROOKFIELD,INC,,,QUEENS,29,2021-06-02
29Q192,I.S. 192 THE LINDEN,81.41,80.0,85.57,QUEENS,29,2021-06-02
29Q195,P.S. 195 WILLIAM HABERLE,93.91,94.7,91.74,QUEENS,29,2021-06-02
29Q208,P.S. I.S. 208,96.65,97.46,95.08,QUEENS,29,2021-06-02
29Q238,I.S. 238 SUSAN B. ANTHONY ACADEMY,75.57,70.01,85.13,QUEENS,29,2021-06-02
29Q243,INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHT,90.71,90.71,,QUEENS,29,2021-06-02
29Q248,QUEENS PREPARATORY ACADEMY,88.98,88.98,,QUEENS,29,2021-06-02
29Q251,P.S. 251 QUEENS,88.29,89.94,85.45,QUEENS,29,2021-06-02
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOA,100,100.0,,QUEENS,29,2021-06-02
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,88.41,86.81,100.0,QUEENS,29,2021-06-02
29Q268,P.S. I.S. 268,89.19,88.81,90.32,QUEENS,29,2021-06-02
29Q270,THE GORDON PARKS SCHOOL,82.47,85.02,76.23,QUEENS,29,2021-06-02
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,INC,,,QUEENS,29,2021-06-02
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S,INC,,,QUEENS,29,2021-06-02
29Q289,QUEENS UNITED MIDDLE SCHOOL,95.9,93.51,100.0,QUEENS,29,2021-06-02
29Q295,P.S. I.S. 295,93.48,93.31,93.82,QUEENS,29,2021-06-02
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE INFORM,INC,,,QUEENS,29,2021-06-02
29Q326,CAMBRIA HEIGHTS ACADEMY,85.43,83.11,100.0,QUEENS,29,2021-06-02
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,85.46,85.42,100.0,QUEENS,29,2021-06-02
29Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,82.9,79.28,96.38,QUEENS,29,2021-06-02
29Q356,COMMUNITY VOICES MIDDLE SCHOOL,83.38,82.12,86.9,QUEENS,29,2021-06-02
