,School Campus,Intervention Type,Scanning Type,School Related,School Hours,Enforcment By,Restraints,Force,Top Charge,SummonsCharge,Classification,Incident Location,Scanning Incident,Greater Than 21,Type Of Force
746,MS 118(XW),Juvenile Report,Non-Scanning,N,Y,PATROL,No Restraints,N,,,V,On-Site,N,,
747,MS 118(XW),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,,On-Site,N,,
748,MS 131(MS),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,V,On-Site,N,,
749,MS 131(MS),Arrested,Non-Scanning,Y,Y,DB,Yes,N,ROBBERY,,F,Off-Site,N,,
750,MS 131(XE),Juvenile Report,Non-Scanning,N,Y,PATROL,No Restraints,N,,,V,Off-Site,N,,
751,MS 131(XE),Juvenile Report,Non-Scanning,N,Y,PATROL,No Restraints,N,,,V,Off-Site,N,,
752,MS 135(XE),Juvenile Report,Non-Scanning,N,Y,PATROL,No Restraints,N,,,V,On-Site,N,,
753,MS 144(XE),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,,On-Site,N,,
754,MS 144(XE),Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,On-Site,,,
755,MS 144(XE),Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,,,,
756,MS 144(XE),Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,,,,
757,MS 144(XE),Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,On-Site,,,
758,MS 174(XE),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
759,MS 174(XE),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
760,MS 174(XE),Juvenile Report,Non-Scanning,Y,Y,DOE,No Restraints,N,,,M,Off-Site,N,,
761,MS 174(XE),Summons,Unannounced,Y,Y,UTF,No Restraints,N,,BOX CUTTER,V,On-Site,Y,,
762,MS 174(XE),Arrested,Non-Scanning,N,N,DB,Yes,N,BURGLARY,,F,Off-Site,N,,
763,MS 174(XE),Juvenile Report,Random,Y,Y,UTF,No Restraints,N,,,M,On-Site,N,,
764,MS 174(XE),Juvenile Report,Random,Y,Y,PATROL,No Restraints,N,,,M,On-Site,N,,
765,MS 201 SCHOOL OF THEATRE ARTS & RES(XE),Juvenile Report,Full-Time,Y,Y,PATROL,No Restraints,N,,,M,On-Site,N,,
766,MS 201 SCHOOL OF THEATRE ARTS & RES(XE),Arrested,Full-Time,N,N,PATROL,Yes,N,ASSAULT,,M,Off-Site,N,,
767,MS 202(QS),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,v,On-Site,N,,
768,MS 203(XW),Juvenile Report,Unannounced,Y,Y,SSA,No Restraints,N,,,,On-Site,Y,,
769,MS 246 Walt Whitman(BS),Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,,,,
770,MS 246 Walt Whitman(BS),Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,,,,
771,MS 246 Walt Whitman(BS),Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,,,,
772,MS 246 Walt Whitman(BS),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,CRIM MISCHIEF,,F,On-Site,N,,
773,MS 246 Walt Whitman(BS),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,CRIM MISCHIEF,,F,On-Site,N,,
774,MS 246 Walt Whitman(BS),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,CRIM MISCHIEF,,F,On-Site,N,,
775,MS 246 Walt Whitman(BS),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,,On-Site,N,,
776,MS 254(XW),Juvenile Report,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,,
777,MS 267 Math Science & Technology School(BN),Arrested,Non-Scanning,N,Y,DB,Yes,N,CPSP,,M,Off-Site,N,,
778,MS 267 Math Science & Technology School(BN),Arrested,Non-Scanning,Y,Y,SSA,Yes,N,ASSAULT,,F,On-Site,N,,
779,MS 267 Math Science & Technology School(BN),Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,,,,
780,MS 318(XW),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,,Off-Site,N,,
781,MS 326 Writers Today & Leaders Tomorrow(MN),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,,On-Site,N,,
782,MS 390(XW),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,,On-Site,N,,
783,MS 391(XW),Summons,Unannounced,Y,Y,UTF,No Restraints,N,,BOX CUTTER,V,On-Site,Y,,
784,MS 45 Thomas C. Giordano(XW),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,FORCIBLE TOUCH,,M,On-Site,N,,
785,MS 45 Thomas C. Giordano(XW),Juvenile Report,Non-Scanning,Y,N,PATROL,No Restraints,N,,,,Off-Site,N,,
786,MS 45 Thomas C. Giordano(XW),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,,On-Site,N,,
787,MS 61(BS),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,V,On-Site,N,,
788,MS 61(BS),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,M,On-Site,N,,
789,MS 61(BS),PINS Warrant,Non-Scanning,N,Y,PATROL,Yes,N,,,,Off-Site,N,,
790,MS 61(BS),Arrested,Non-Scanning,Y,Y,SSA,Yes,N,CRIM POS WEAPON,,F,On-Site,N,,
791,MS 61(BS),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,M,On-Site,N,,
792,MS 61(BS),Arrested,Unannounced,Y,Y,SSA,Yes,N,CPSP,,M,On-Site,Y,,
793,MS 61(BS),Juvenile Report,Unannounced,Y,Y,SSA,No Restraints,N,,,M,On-Site,N,,
794,MS 80(XW),Juvenile Report,Non-Scanning,N,Y,PATROL,No Restraints,N,,,,On-Site,N,,
795,MS 80(XW),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,M,On-Site,N,,
796,MS 80(XW),Juvenile Report,Non-Scanning,N,Y,PATROL,No Restraints,,,,,On-Site,N,,
797,MS 88(BS),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,,Off-Site,N,,
798,MS 88(BS),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,,On-Site,N,,
799,MS 88(BS),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,,On-Site,N,,
800,MURRY BERGTRAUM HS FOR BUSINESS CAREERS(MS),Summons,Unannounced,Y,Y,UTF,No Restraints,N,,BOX CUTTER,V,On-Site,Y,,
801,MURRY BERGTRAUM HS FOR BUSINESS CAREERS(MS),Summons,Unannounced,Y,Y,UTF,No Restraints,N,,"IMITATION PISTOL/AIR RIFLE, POSS. OF",V,On-Site,Y,,
802,MURRY BERGTRAUM HS FOR BUSINESS CAREERS(MS),Arrested,Random,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
803,MURRY BERGTRAUM HS FOR BUSINESS CAREERS(MS),Juvenile Report,Unannounced,Y,Y,PATROL,Yes,Y,,,,On-Site,N,,
804,Nelson Mandela HS(BN),Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,POSS. OF KNIFE,V,On-Site,Y,,
805,New Design Middle School(MN),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ASSAULT,,M,Off-Site,N,,
806,New Design Middle School(MN),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ASSAULT,,M,Off-Site,N,,
807,New Design Middle School(MN),Juvenile Report,Non-Scanning,Y,Y,DOE,No Restraints,N,,,V,On-Site,N,,
808,New Design Middle School(MN),Arrested,Non-Scanning,N,Y,DB,Yes,N,GRAND LARCENY,,F,Off-Site,N,,
809,NEW DORP HS(SI),Juvenile Report,Unannounced,Y,Y,SSA,No Restraints,N,,,,On-Site,Y,,
810,NEW DORP HS(SI),Summons,Unannounced,Y,Y,UTF,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,Y,,
811,NEW DORP HS(SI),Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,,,,
812,NEW DORP HS(SI),Summons,Non-Scanning,Y,Y,PATROL,Yes,N,,TRESPASS,V,On-Site,N,,
813,NEW DORP HS(SI),Arrested,Non-Scanning,Y,Y,PATROL,Yes,Y,ROBBERY,,F,On-Site,N,,
814,NEW DORP HS(SI),Mitigated,Non-Scanning,Y,Y,SSA,Yes,N,,,,On-Site,N,,
815,NEW DORP HS(SI),Mitigated,Non-Scanning,Y,Y,SSA,Yes,N,,,,On-Site,N,,
816,NEW DORP HS(SI),Arrested,Non-Scanning,N,N,NON NYPD,Yes,N,ROBBERY,,F,Off-Site,N,,
817,NEW DORP HS(SI),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,GRAND LARCENY,,F,Off-Site,N,,
818,NEW DORP HS(SI),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,V,On-Site,N,,
819,NEW DORP HS(SI),Arrested,Non-Scanning,Y,Y,SSA,Yes,N,ROBBERY,,F,On-Site,N,,
820,NEW DORP HS(SI),Summons,Non-Scanning,N,Y,PATROL,No Restraints,N,,LOITERING (SCHOOL),V,On-Site,N,,
821,NEW DORP HS(SI),Arrested,Non-Scanning,Y,Y,SSA,Yes,N,ASSAULT,,M,On-Site,N,,
822,NEW DORP HS(SI),Arrested,Non-Scanning,Y,Y,SSA,Yes,N,ASSAULT,,M,On-Site,N,,
823,NEW EXPLORERS HS(XW),Summons,Unannounced,Y,Y,UTF,No Restraints,N,,POSS. OF KNIFE,V,On-Site,Y,,
824,NEW EXPLORERS HS(XW),Summons,Unannounced,Y,Y,UTF,No Restraints,N,,BOX CUTTER,V,On-Site,Y,,
825,New Millennium Business Academy Middle School(XW),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,,On-Site,N,,
826,New Settlement Community Campus(XW),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,,On-Site,N,,
827,New Settlement Community Campus(XW),Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,,
828,NEW UTRECHT HS(BS) ,Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,CRIM POS WEAPON,,M,On-Site,N,,
829,NEW UTRECHT HS(BS) ,Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,M,On-Site,N,,
830,NEW UTRECHT HS(BS) ,Summons,Non-Scanning,Y,Y,PATROL,Yes,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,,
831,NORMAN THOMAS HS(MS),Juvenile Report,Full-Time,Y,Y,PATROL,Yes,N,,,,On-Site,N,,
832,NORMAN THOMAS HS(MS),Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,DISORDERLY CONDUCT,V,On-Site,N,,
833,North Queens Community HS(QS),Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,,,,
834,North Queens Community HS(QS),Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,N,,
835,NYC ISchool(MS),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,GRAND LARCENY,,F,On-Site,N,,
836,Ocean Hill Collegiate Charter School(BN),Arrested,Non-Scanning,N,N,PATROL,Yes,N,ROBBERY,,F,Off-Site,N,,
837,P169(MN),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ASSAULT,,F,On-Site,N,,
838,P186(XE),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,V,On-Site,N,,
839,P186(XE),Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,,,,
840,P186(XE),Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,,,,
841,P25 Annex Arthur Kill Road(SI),Arrested,Full-Time,Y,Y,SSA,Yes,N,ASSAULT,,M,On-Site,N,,
842,P25 Annex Arthur Kill Road(SI),Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,,,,
843,P25 South Richmond(SI),Arrested,Full-Time,N,Y,DB,No Restraints,N,ROBBERY,,F,Off-Site,N,,
844,P25 South Richmond(SI),Juvenile Report,Full-Time,N,Y,PATROL,No Restraints,N,,,V,Off-Site,N,,
845,P25 South Richmond(SI),Juvenile Report,Full-Time,Y,Y,SSA,No Restraints,,,,,On-Site,N,,
846,P25 South Richmond(SI),Juvenile Report,Full-Time,Y,Y,SSA,No Restraints,N,,,V,On-Site,N,,
847,P25 South Richmond(SI),Juvenile Report,Full-Time,Y,Y,SSA,Yes,N,,,,On-Site,Y,,
848,P25 South Richmond(SI),Juvenile Report,Full-Time,Y,Y,SSA,Yes,N,,,,On-Site,N,,
849,P25 South Richmond(SI),Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,DISCON: FIGHTING,V,On-Site,Y,,
850,P25 South Richmond(SI),Child in Crisis,Full-Time,Y,Y,,Yes,,,,,,,,
851,P25 South Richmond(SI),Juvenile Report,Full-Time,Y,Y,SSA,No Restraints,N,,,V,On-Site,Y,,
852,P25 South Richmond(SI),Juvenile Report,Full-Time,Y,Y,SSA,Yes,N,,,,On-Site,N,,
853,P35(MS),Arrested,Full-Time,N,Y,DB,Yes,N,ROBBERY,,F,Off-Site,N,,
854,P35(MS),Arrested,Full-Time,N,Y,DB,Yes,N,ROBBERY,,F,Off-Site,N,,
855,P35(MS),Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,POSS. OF KNIFE,V,On-Site,Y,,
856,P35(MS),Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,POSS. OF KNIFE,V,On-Site,Y,,
857,P35(MS),Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,BOX CUTTER,V,On-Site,Y,,
858,P35(MS),Arrested,Full-Time,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
859,P35(MS),Arrested,Full-Time,Y,Y,PATROL,Yes,N,ASSAULT,,F,On-Site,N,,
860,P35(MS),Arrested,Full-Time,N,N,DB,Yes,Y,PETIT LARCENY,,M,Off-Site,N,,
861,P368(BN) ,Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,,,,
862,P369(BN),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,M,On-Site,N,,
863,P369(BN),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,GRAND LARCENY,,F,On-Site,N,,
864,P369(BN),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,M,On-Site,N,,
865,P371(BS),Child in Crisis,Full-Time,Y,Y,,Yes,,,,,,,,
866,P371(BS),Arrested,Full-Time,Y,Y,PATROL,Yes,N,CRIM CONTEMPT,,F,On-Site,N,,
867,P371(BS),Arrested,Full-Time,Y,Y,DB,No Restraints,N,ASSAULT,,M,Off-Site,N,,
868,P371(BS),Arrested,Full-Time,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
869,P752 CAREER DEV.(QS),Child in Crisis,Full-Time,Y,Y,,Yes,,,,,,,,
870,P752 CAREER DEV.(QS),Arrested,Full-Time,Y,Y,PATROL,Yes,Y,ASSAULT,,F,On-Site,N,,
871,P753 SCHOOL FOR CAREER DEV.(BN),Child in Crisis,Full-Time,Y,Y,,Yes,,,,,,,,
872,P753 SCHOOL FOR CAREER DEV.(BN),Child in Crisis,Full-Time,Y,Y,,Yes,,,,,,,,
873,P811 BRONX CMHC(XE),Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,,,,
874,Park Place Academy(old Belmont Academy Bklyn Susp. Site)(BN),Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,,,,
875,Park Slope Collegiate(Old Secondary School for Research)(BS),Arrested,Full-Time,Y,Y,PATROL,Yes,N,CRIM CONTEMPT,,F,On-Site,N,,
876,PARK WEST HS(MS) ,Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,BOX CUTTER,V,On-Site,Y,,
877,PATHWAYS COLLEGE PREPARATORY SCHOOL(QS),Arrested,Non-Scanning,N,N,PATROL,Yes,N,ASSAULT,,F,Off-Site,N,,
878,PATHWAYS COLLEGE PREPARATORY SCHOOL(QS),Arrested,Non-Scanning,Y,Y,DB,Yes,N,GRAND LARCENY,,F,On-Site,N,,
879,PAUL ROBESON HS(BN) ,Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,"MARIJUANA, POSSESSION OF",v,On-Site,Y,,
880,PAUL ROBESON HS(BN) ,Juvenile Report,Full-Time,Y,Y,SSA,No Restraints,N,,,M,On-Site,Y,,
881,PAUL ROBESON HS(BN) ,Juvenile Report,Full-Time,Y,Y,PATROL,Yes,N,,,,On-Site,N,,
882,PAUL ROBESON HS(BN) ,Arrested,Full-Time,Y,Y,PATROL,Yes,N,RESIST ARREST,,M,On-Site,N,,
883,PAUL ROBESON HS(BN) ,Juvenile Report,Full-Time,Y,Y,PATROL,No Restraints,N,,,M,On-Site,Y,,
884,PORT RICHMOND HS(SI) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,DISCON: REFUSE LAWFUL ORDER,V,On-Site,N,,
885,PORT RICHMOND HS(SI) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,DISORDERLY CONDUCT,V,On-Site,N,,
886,PORT RICHMOND HS(SI) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,DISORDERLY CONDUCT,V,On-Site,N,,
887,PORT RICHMOND HS(SI) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,DISCON: REFUSE LAWFUL ORDER,V,On-Site,N,,
888,PORT RICHMOND HS(SI) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,DISCON: FIGHTING,V,On-Site,N,,
889,PORT RICHMOND HS(SI) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,DISCON: FIGHTING,V,On-Site,N,,
890,PORT RICHMOND HS(SI) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,DISORDERLY CONDUCT,V,On-Site,N,,
891,PORT RICHMOND HS(SI) ,Summons,Non-Scanning,Y,Y,PATROL,Yes,Y,,DISCON: FIGHTING,V,On-Site,N,,
892,PORT RICHMOND HS(SI) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,DISCON: FIGHTING,V,On-Site,N,,
893,PORT RICHMOND HS(SI) ,Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,DISCON: FIGHTING,V,On-Site,N,,
894,PROGRESS HS FOR PROFESSONAL STUDIES(BN) ,Summons,Unannounced,Y,Y,UTF,No Restraints,N,,"MARIJUANA, POSSESSION OF",V,On-Site,Y,,
895,PROGRESS HS FOR PROFESSONAL STUDIES(BN) ,Mitigated,Unannounced,Y,Y,SSA,Yes,N,,,,On-Site,N,,
896,PROGRESS HS FOR PROFESSONAL STUDIES(BN) ,Juvenile Report,Unannounced,Y,Y,SSA,No Restraints,N,,,M,On-Site,Y,,
897,PROSPECT HEIGHTS EVENING M/W(BS),Juvenile Report,Full-Time,Y,Y,SSA,No Restraints,N,,,V,On-Site,N,,
898,PROSPECT HEIGHTS HS(BS),Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,OTHER ADMIN CODE,V,On-Site,Y,,
899,PROSPECT HEIGHTS HS(BS),Summons,Full-Time,Y,Y,PATROL,No Restraints,N,,OTHER ADMIN CODE,V,On-Site,Y,,
900,PROSPECT HEIGHTS HS(BS),Juvenile Report,Full-Time,Y,Y,SSA,No Restraints,N,,,M,On-Site,Y,,
901,PROSPECT HEIGHTS HS(BS),Juvenile Report,Full-Time,Y,Y,PATROL,Yes,N,,,,On-Site,N,,
902,PROSPECT HEIGHTS HS(BS),Juvenile Report,Full-Time,Y,Y,PATROL,Yes,N,,,,On-Site,N,,
903,PROSPECT HEIGHTS HS(BS),Juvenile Report,Full-Time,Y,Y,PATROL,Yes,N,,,,On-Site,N,,
904,PROSPECT HEIGHTS HS(BS),Mitigated,Full-Time,Y,Y,SSA,Yes,N,,,,On-Site,N,,
905,PROSPECT HEIGHTS HS(BS),Summons,Full-Time,Y,Y,PATROL,Yes,N,,DISCON: FIGHTING,V,On-Site,N,,
906,PROSPECT HEIGHTS HS(BS),Summons,Full-Time,Y,Y,PATROL,Yes,N,,DISCON: FIGHTING,V,On-Site,N,,
907,PROSPECT HEIGHTS HS(BS),Summons,Full-Time,Y,Y,PATROL,Yes,N,,DISCON: FIGHTING,V,On-Site,N,,
908,PROSPECT HEIGHTS HS(BS),Summons,Full-Time,Y,Y,PATROL,Yes,N,,DISCON: FIGHTING,V,On-Site,N,,
909,PROSPECT HEIGHTS HS(BS),Summons,Full-Time,Y,Y,PATROL,Yes,N,,DISCON: FIGHTING,V,On-Site,N,,
910,PROSPECT HEIGHTS HS(BS),Juvenile Report,Full-Time,Y,Y,PATROL,No Restraints,,,,,On-Site,N,,
911,PROSPECT HEIGHTS HS(BS),Arrested,Full-Time,N,Y,DB,Yes,N,ROBBERY,,F,Off-Site,N,,
912,PROSPECT HEIGHTS HS(BS),Summons,Full-Time,Y,Y,PATROL,Yes,N,,DISORDERLY CONDUCT,V,On-Site,N,,
913,PROSPECT HEIGHTS HS(BS),Arrested,Full-Time,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
914,PS 108(MN),Juvenile Report,Non-Scanning,N,Y,PATROL,No Restraints,N,,,M,On-Site,N,,
915,PS 111 Jacob Blackwell(QN),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
916,PS 111 Jacob Blackwell(QN),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
917,PS 112(QN),Arrested,Non-Scanning,Y,Y,SSA,Yes,N,OBS GOVT ADMIN,,M,On-Site,N,,
918,PS 113 Isaac Chauncey(QN),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,,On-Site,N,,
919,PS 113 Isaac Chauncey(QN),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ASSAULT,,F,On-Site,N,,
920,PS 12(BN),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,MAKING GRAFFITI,,M,On-Site,N,,
921,PS 12(BN),Juvenile Report,Non-Scanning,Y,Y,PATROL,Yes,N,,,,On-Site,N,,
922,PS 123(MN),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,V,On-Site,N,,
923,PS 123(MN),Arrested,Non-Scanning,Y,Y,PATROL,Yes,Y,RESIST ARREST,,M,On-Site,N,,
924,PS 123(MN),Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,,,,
925,PS 124 OSMOND A CHURCH(QS),Juvenile Report,Non-Scanning,Y,N,PATROL,No Restraints,N,,,M,On-Site,N,,
926,PS 128 MINISCHOOL(MN),Juvenile Report,Full-Time,Y,Y,PATROL,No Restraints,N,,,M,Off-Site,N,,
927,PS 129(XW),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,M,On-Site,N,,
928,PS 129(XW),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,V,On-Site,N,,
929,PS 13(BN),Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,On-Site,,,
930,PS 132 ANNEX Suspension Site(MN),Arrested,Full-Time,Y,Y,PATROL,Yes,N,VIO LOC/LAW,,M,On-Site,Y,,
931,PS 132 ANNEX Suspension Site(MN),Juvenile Report,Full-Time,Y,Y,SSA,No Restraints,N,,,V,On-Site,Y,,
932,PS 138(QS),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,M,On-Site,N,,
933,PS 140 Nathan Straus(MS),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,MENACING,,M,On-Site,N,,
934,PS 149(Brooklyn),Child in Crisis,Non-Scanning,Y,Y,,Yes,,,,,,,,
935,PS 158(Brooklyn),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,CRIM MISCHIEF,,F,On-Site,N,,
936,PS 158(Brooklyn),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
937,PS 161(Manhattan),Arrested,Non-Scanning,N,N,PATROL,Yes,N,ASSAULT,,M,Off-Site,N,,
938,PS 161(Manhattan),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,V,On-Site,N,,
939,PS 161(Manhattan),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,V,On-Site,N,,
940,PS 161(Manhattan),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,V,On-Site,N,,
941,PS 165(Brooklyn),Summons,Non-Scanning,Y,Y,PATROL,No Restraints,N,,POSS. OF KNIFE,V,On-Site,N,,
942,PS 165(Brooklyn),Juvenile Report,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,,
943,PS 165(Brooklyn),Arrested,Non-Scanning,Y,Y,PATROL,No Restraints,N,UNLAW SURVEIL,,F,On-Site,N,,
944,PS 171(Manhattan),Juvenile Report,Non-Scanning,Y,Y,DOE,No Restraints,N,,,V,On-Site,N,,
945,PS 188 The Island School(Manhattan),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,AGG HARASS,,M,On-Site,N,,
946,PS 188 The Island School(Manhattan),Arrested,Non-Scanning,Y,Y,SSA,Yes,N,ASSAULT,,F,On-Site,N,,
947,PS 19 Asher Levy (Manhattan),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ASSAULT,,F,On-Site,N,,
948,PS 19 Asher Levy (Manhattan),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
949,PS 19 Asher Levy (Manhattan),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,ASSAULT,,M,On-Site,N,,
950,PS 19 Asher Levy (Manhattan),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,SEXUAL ABUSE,,F,On-Site,N,,
951,PS 191(Manhattan),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,V,On-Site,N,,
952,PS 191(Manhattan),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,V,On-Site,N,,
953,PS 193(Brooklyn),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,MENACING,,M,On-Site,N,,
954,PS 197(Queens),Arrested,Non-Scanning,N,Y,PATROL,Yes,Y,ASSAULT,,F,On-Site,N,,
955,PS 197(Queens),Arrested,Non-Scanning,N,Y,PATROL,Yes,N,ASSAULT,,F,On-Site,N,,
956,PS 197(Queens),Arrested,Non-Scanning,N,Y,PATROL,Yes,Y,ASSAULT,,M,On-Site,N,,
957,PS 199(Bronx),Juvenile Report,Non-Scanning,N,Y,SSA,No Restraints,N,,,,On-Site,N,,
958,PS 20(Staten Island),Juvenile Report,Non-Scanning,Y,Y,SSA,No Restraints,N,,,,On-Site,N,,
959,PS 214(Queens),Arrested,Non-Scanning,N,N,PATROL,Yes,N,ASSAULT,,F,On-Site,N,,
960,PS 23(Bronx),Juvenile Report,Non-Scanning,Y,Y,DOE,No Restraints,N,,,,On-Site,N,,
961,PS 230(Bronx),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,,On-Site,N,,
962,PS 272(Brooklyn),Arrested,Non-Scanning,Y,Y,PATROL,Yes,N,RECK ENDANG,,M,On-Site,N,,
963,PS 280(Bronx),Juvenile Report,Non-Scanning,N,Y,PATROL,No Restraints,N,,,,On-Site,N,,
964,PS 280(Bronx),Juvenile Report,Non-Scanning,N,Y,PATROL,No Restraints,N,,,,On-Site,N,,
965,PS 280(Bronx),Juvenile Report,Non-Scanning,Y,Y,PATROL,No Restraints,N,,,,On-Site,N,,
